,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1902,Iman Shumpert,SG,24.0,TOT,62.0,1545.0,11.4,0.49700000000000005,0.41600000000000004,0.136,4.1,12.6,8.3,14.2,2.7,0.8,15.4,17.4,0.1,1.4,1.5,0.047,-0.7,0.3,-0.4,0.6
1903,Alexey Shved,SG,26.0,TOT,42.0,767.0,19.5,0.541,0.415,0.44799999999999995,3.3,11.7,7.3,25.7,2.0,0.6,10.7,26.3,1.7,0.5,2.2,0.135,3.0,-2.6,0.5,0.5
1904,Henry Sims,C,24.0,PHI,73.0,1399.0,14.5,0.521,0.044000000000000004,0.273,8.9,19.4,13.9,10.7,1.4,1.7,15.0,20.6,0.5,1.5,2.1,0.07200000000000001,-3.3,-0.1,-3.4,-0.5
1905,Kyle Singler,SF,26.0,TOT,80.0,1743.0,8.5,0.512,0.54,0.11699999999999999,2.0,10.2,6.0,7.3,1.4,1.0,10.5,13.2,0.9,1.2,2.0,0.055999999999999994,-1.3,-0.3,-1.6,0.2
1906,Donald Sloan,PG,27.0,IND,53.0,1107.0,13.1,0.503,0.369,0.217,1.2,13.0,7.1,27.5,1.1,0.0,14.3,18.6,0.9,1.1,2.0,0.085,-0.4,-1.0,-1.4,0.2
1907,Marcus Smart,PG,20.0,BOS,67.0,1808.0,11.0,0.491,0.57,0.266,3.6,9.9,6.7,16.3,2.7,0.8,14.4,15.1,0.7,2.2,2.9,0.077,-0.1,1.3,1.1,1.4
1908,Greg Smith,PF,24.0,DAL,42.0,363.0,10.2,0.605,0.0,0.7959999999999999,7.8,16.1,11.9,3.4,1.0,2.5,14.3,9.5,0.5,0.3,0.8,0.10800000000000001,-2.0,1.0,-1.0,0.1
1909,Ish Smith,PG,26.0,TOT,55.0,832.0,12.3,0.431,0.163,0.155,1.9,11.4,6.5,40.7,2.2,0.6,16.6,24.6,-0.9,0.8,-0.1,-0.006,-2.4,-1.7,-4.1,-0.4
1910,J.R. Smith,SG,29.0,TOT,70.0,2080.0,13.6,0.5379999999999999,0.564,0.095,1.7,10.4,6.0,15.6,2.1,0.8,11.0,19.3,2.2,1.5,3.7,0.085,1.7,-1.0,0.7,1.4
1911,Jason Smith,C,28.0,NYK,82.0,1785.0,12.0,0.49700000000000005,0.071,0.258,6.2,15.0,10.5,13.5,0.9,2.1,13.6,19.7,0.5,0.7,1.2,0.032,-2.5,-0.9,-3.4,-0.6
1912,Josh Smith,PF,29.0,TOT,83.0,2300.0,14.9,0.467,0.231,0.258,7.2,18.3,12.6,20.5,1.9,3.9,15.8,24.8,-1.1,3.4,2.3,0.048,-1.7,2.6,1.0,1.7
1913,Russ Smith,PG,23.0,TOT,12.0,65.0,5.2,0.488,0.44,0.52,1.8,8.7,5.3,19.4,2.4,0.0,28.1,30.1,-0.2,0.1,-0.1,-0.094,-5.6,-2.5,-8.0,-0.1
1914,Tony Snell,SF,23.0,CHI,72.0,1412.0,10.2,0.55,0.531,0.14800000000000002,2.5,10.9,6.8,6.8,1.2,0.6,10.8,14.1,1.2,1.2,2.4,0.08199999999999999,-0.6,-0.9,-1.5,0.2
1915,Marreese Speights,C,27.0,GSW,76.0,1207.0,19.5,0.546,0.027999999999999997,0.276,10.1,18.7,14.5,9.9,0.8,2.1,10.2,29.1,2.2,1.8,4.0,0.158,-1.3,-1.3,-2.6,-0.2
1916,Tiago Splitter,C,30.0,SAS,52.0,1030.0,18.9,0.601,0.0,0.396,10.2,17.4,13.9,11.8,1.7,2.7,14.4,18.4,2.3,1.7,4.0,0.18899999999999997,0.8,2.4,3.3,1.4
1917,Nik Stauskas,SG,21.0,SAC,73.0,1127.0,7.5,0.49200000000000005,0.503,0.21600000000000003,1.1,7.5,4.4,9.0,0.9,1.2,11.0,14.2,0.3,0.2,0.5,0.021,-1.9,-2.0,-3.9,-0.5
1918,Lance Stephenson,SG,24.0,CHO,61.0,1573.0,8.8,0.419,0.191,0.2,2.7,17.1,9.7,25.4,1.2,0.4,17.6,21.1,-2.7,1.8,-0.9,-0.026000000000000002,-4.0,0.5,-3.5,-0.6
1919,Greg Stiemsma,C,29.0,TOR,17.0,66.0,7.8,0.7170000000000001,0.0,0.5,15.7,10.5,13.1,6.6,1.6,0.0,41.8,11.5,0.0,0.0,0.1,0.05,-1.1,-0.6,-1.7,0.0
1920,David Stockton,PG,23.0,SAC,3.0,33.0,10.8,0.46299999999999997,0.33299999999999996,1.0,0.0,6.6,3.4,39.1,3.1,0.0,31.6,16.9,0.0,0.0,0.0,-0.013999999999999999,-4.4,-4.0,-8.4,-0.1
1921,Jarnell Stokes,PF,21.0,MEM,19.0,126.0,18.6,0.578,0.0,0.757,14.6,16.3,15.4,5.2,2.1,3.3,12.4,20.5,0.3,0.2,0.5,0.18600000000000003,-0.2,0.7,0.5,0.1
1922,Amar'e Stoudemire,PF,32.0,TOT,59.0,1245.0,20.3,0.595,0.008,0.38,9.9,20.5,15.1,6.8,1.2,2.5,12.0,23.8,2.6,1.0,3.6,0.138,-0.2,-1.3,-1.4,0.2
1923,Rodney Stuckey,PG,28.0,IND,71.0,1874.0,15.4,0.528,0.187,0.28600000000000003,2.1,12.4,7.3,20.2,1.5,0.4,12.2,23.4,1.9,2.2,4.0,0.10300000000000001,0.2,-0.3,-0.1,0.9
1924,Jared Sullinger,PF,22.0,BOS,58.0,1566.0,17.9,0.503,0.26,0.182,10.1,20.9,15.4,14.2,1.4,2.1,9.3,23.6,1.9,2.1,4.0,0.12300000000000001,1.0,1.0,2.0,1.6
1925,Jeffery Taylor,SF,25.0,CHO,29.0,430.0,8.2,0.48100000000000004,0.316,0.36,3.5,10.3,6.8,8.2,1.4,0.2,12.6,16.0,-0.1,0.4,0.3,0.034,-3.3,-0.6,-4.0,-0.2
1926,Jeff Teague,PG,26.0,ATL,73.0,2228.0,20.6,0.5660000000000001,0.233,0.36,1.6,7.7,4.7,37.9,2.9,1.2,16.6,25.3,5.0,2.8,7.7,0.166,2.5,-0.7,1.8,2.1
1927,Mirza Teletovic,PF,29.0,BRK,40.0,892.0,10.7,0.5,0.605,0.14400000000000002,3.4,20.9,12.2,8.1,0.8,1.4,13.5,20.1,-0.3,0.8,0.5,0.026000000000000002,-1.4,-1.1,-2.6,-0.1
1928,Sebastian Telfair,PG,29.0,OKC,16.0,327.0,11.4,0.479,0.48,0.272,0.7,9.0,4.9,20.8,1.5,0.0,11.4,20.8,0.2,0.2,0.4,0.063,-0.5,-2.9,-3.4,-0.1
1929,Garrett Temple,SG,28.0,WAS,52.0,735.0,10.9,0.534,0.518,0.282,3.8,9.9,6.9,11.0,2.9,1.0,15.1,13.9,0.4,1.1,1.5,0.1,-0.6,1.4,0.8,0.5
1930,Jason Terry,SG,37.0,HOU,77.0,1641.0,11.4,0.579,0.7240000000000001,0.10800000000000001,1.0,7.1,4.1,13.8,2.0,0.9,13.7,14.3,2.0,1.5,3.6,0.10400000000000001,0.3,-0.7,-0.4,0.7
1931,Isaiah Thomas,PG,25.0,TOT,67.0,1726.0,20.6,0.579,0.434,0.43700000000000006,2.1,7.7,4.9,27.2,1.6,0.2,13.1,27.8,5.0,1.1,6.1,0.16899999999999998,4.6,-2.8,1.8,1.6
1932,Lance Thomas,PF-SF,26.0,TOT,62.0,1490.0,8.0,0.456,0.05,0.22399999999999998,4.8,9.9,7.3,7.4,1.3,0.4,13.2,17.0,-0.9,0.4,-0.4,-0.013999999999999999,-4.1,-1.6,-5.7,-1.4
1933,Malcolm Thomas,PF,26.0,PHI,17.0,194.0,8.2,0.49200000000000005,0.175,0.325,8.5,23.5,15.6,6.0,0.8,0.4,22.1,13.2,-0.1,0.2,0.1,0.023,-6.4,-1.0,-7.4,-0.3
1934,Tyrus Thomas,PF,28.0,MEM,2.0,7.0,31.4,1.064,0.0,2.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,12.3,0.1,0.0,0.1,0.47700000000000004,6.8,-8.5,-1.6,0.0
1935,Hollis Thompson,SG,23.0,PHI,71.0,1776.0,10.9,0.5379999999999999,0.529,0.16399999999999998,3.1,9.3,6.0,8.4,1.6,1.2,10.2,15.9,1.3,1.3,2.6,0.07,-1.1,-0.9,-2.1,0.0
1936,Jason Thompson,PF,28.0,SAC,81.0,1991.0,10.2,0.5,0.002,0.33399999999999996,8.2,21.5,15.1,6.5,0.8,2.3,14.6,12.7,0.9,1.5,2.4,0.057,-2.6,0.9,-1.7,0.1
1937,Klay Thompson,SG,24.0,GSW,77.0,2455.0,20.8,0.591,0.42,0.19699999999999998,1.2,9.4,5.4,14.6,1.7,1.8,9.5,27.6,5.7,3.1,8.8,0.172,3.6,-1.0,2.7,2.9
1938,Tristan Thompson,PF,23.0,CLE,82.0,2194.0,15.6,0.58,0.0,0.508,14.5,19.7,17.2,2.7,0.8,2.2,12.2,14.0,4.7,2.1,6.8,0.14800000000000002,-0.3,-0.3,-0.6,0.8
1939,Marcus Thornton,SG,27.0,TOT,48.0,721.0,15.0,0.514,0.414,0.162,3.4,9.7,6.5,8.2,1.9,0.8,6.8,24.1,0.6,0.7,1.2,0.083,0.1,-2.4,-2.4,-0.1
1940,Anthony Tolliver,PF,29.0,TOT,76.0,1432.0,11.1,0.569,0.738,0.17600000000000002,3.7,14.5,9.0,6.3,0.9,0.9,10.8,14.7,1.8,0.9,2.7,0.092,0.5,-1.1,-0.6,0.5
1941,P.J. Tucker,SF,29.0,PHO,78.0,2383.0,12.5,0.541,0.423,0.24,5.2,18.0,11.5,7.4,2.2,0.7,12.7,13.9,2.2,2.7,4.9,0.098,-0.2,1.4,1.2,1.9
1942,Hedo Turkoglu,SF,35.0,LAC,62.0,705.0,10.5,0.602,0.7390000000000001,0.059000000000000004,0.8,14.7,7.9,7.5,1.4,0.8,13.1,14.2,0.6,0.6,1.2,0.081,-0.1,-0.8,-0.9,0.2
1943,Evan Turner,SG,26.0,BOS,82.0,2260.0,12.8,0.48200000000000004,0.16,0.18899999999999997,1.9,18.5,10.1,30.0,1.8,0.7,19.7,19.5,-0.3,2.8,2.5,0.054000000000000006,-2.2,1.3,-1.0,0.6
1944,Ekpe Udoh,PF,27.0,LAC,33.0,128.0,11.6,0.519,0.0,0.375,6.3,16.4,11.4,8.5,3.2,4.5,20.0,12.3,0.0,0.2,0.3,0.10099999999999999,-3.4,4.2,0.7,0.1
1945,Beno Udrih,PG,32.0,MEM,79.0,1494.0,15.4,0.55,0.192,0.20199999999999999,1.5,9.4,5.5,24.0,1.6,0.4,13.9,19.6,2.0,1.6,3.6,0.115,0.2,-1.0,-0.8,0.5
1946,Jonas Valanciunas,C,22.0,TOR,80.0,2096.0,20.6,0.623,0.002,0.423,11.8,26.3,19.1,3.1,0.8,3.6,12.4,19.1,5.8,2.4,8.2,0.18899999999999997,0.1,-0.6,-0.5,0.8
1947,Anderson Varejao,C,32.0,CLE,26.0,636.0,17.7,0.58,0.01,0.225,10.4,20.1,15.3,9.1,1.6,2.0,13.7,18.1,1.2,0.7,1.9,0.145,0.0,1.0,0.9,0.5
1948,Greivis Vasquez,PG,28.0,TOR,82.0,1991.0,12.6,0.514,0.484,0.091,1.3,11.2,6.3,23.9,1.2,0.4,13.6,19.8,1.9,0.9,2.8,0.066,1.0,-2.1,-1.1,0.4
1949,Charlie Villanueva,PF,30.0,DAL,64.0,678.0,17.4,0.534,0.61,0.09699999999999999,4.8,19.3,12.1,4.7,1.1,2.6,6.9,26.7,0.6,0.7,1.4,0.096,1.2,-3.1,-1.8,0.0
1950,Noah Vonleh,PF,19.0,CHO,25.0,259.0,13.2,0.475,0.171,0.342,11.6,25.3,18.3,2.5,0.8,2.7,11.2,17.3,0.1,0.4,0.5,0.085,-4.8,-0.9,-5.6,-0.2
1951,Nikola Vucevic,C,24.0,ORL,74.0,2529.0,21.5,0.5479999999999999,0.005,0.18100000000000002,10.4,26.0,18.1,11.0,1.1,1.7,10.2,26.0,4.5,2.5,7.0,0.133,0.7,-0.1,0.5,1.6
1952,Dwyane Wade,SG,33.0,MIA,62.0,1971.0,21.4,0.534,0.094,0.341,3.6,9.6,6.7,32.1,2.0,0.9,14.4,34.7,2.1,1.4,3.5,0.086,2.4,-1.2,1.2,1.6
1953,Dion Waiters,SG,23.0,TOT,80.0,2208.0,10.9,0.46,0.26,0.182,2.1,7.4,4.8,11.9,2.1,0.8,10.0,22.5,-0.6,1.7,1.1,0.025,-2.1,-1.5,-3.6,-0.9
1954,Henry Walker,SF,27.0,MIA,24.0,628.0,8.0,0.49700000000000005,0.7859999999999999,0.107,1.4,14.0,7.8,7.2,2.0,1.2,12.0,15.0,-0.1,0.6,0.5,0.039,-0.9,-0.1,-1.0,0.2
1955,Kemba Walker,PG,24.0,CHO,62.0,2119.0,17.6,0.486,0.285,0.28800000000000003,1.8,9.9,5.7,27.1,2.2,1.2,8.3,25.9,1.8,2.6,4.5,0.10099999999999999,2.2,0.1,2.2,2.3
1956,John Wall,PG,24.0,WAS,79.0,2837.0,19.9,0.523,0.18600000000000003,0.31,1.5,12.8,7.3,46.3,2.5,1.3,18.7,26.1,3.6,4.2,7.8,0.132,2.4,1.1,3.5,3.9
1957,Gerald Wallace,SF,32.0,BOS,32.0,286.0,6.2,0.431,0.08800000000000001,0.441,6.4,15.5,10.9,5.1,2.6,1.1,30.7,9.0,-0.3,0.4,0.1,0.013999999999999999,-5.8,2.6,-3.2,-0.1
1958,T.J. Warren,SF,21.0,PHO,40.0,614.0,14.0,0.551,0.098,0.08900000000000001,7.3,7.9,7.6,6.6,1.5,1.1,10.8,17.8,0.7,0.4,1.1,0.085,-1.0,-1.1,-2.1,0.0
1959,C.J. Watson,PG,30.0,IND,57.0,1422.0,15.4,0.581,0.42,0.4,1.4,11.2,6.3,23.3,2.1,0.5,16.9,18.8,2.2,1.8,4.0,0.135,1.4,0.1,1.5,1.3
1960,David Wear,PF,24.0,SAC,2.0,7.0,2.4,0.0,0.5,0.0,33.6,0.0,16.2,18.8,0.0,0.0,0.0,12.6,0.0,0.0,0.0,-0.11,-0.3,-2.7,-3.0,0.0
1961,Travis Wear,SF,24.0,NYK,51.0,672.0,8.5,0.451,0.14400000000000002,0.124,5.2,13.3,9.1,9.9,1.2,1.4,13.7,17.5,-0.5,0.2,-0.3,-0.02,-4.5,-1.6,-6.1,-0.7
1962,Martell Webster,SF,28.0,WAS,32.0,352.0,5.9,0.445,0.473,0.703,3.3,11.3,7.4,6.7,1.0,0.2,15.6,18.2,-0.3,0.3,0.0,0.0,-4.4,-1.6,-6.1,-0.4
1963,David West,PF,34.0,IND,66.0,1895.0,16.0,0.508,0.028999999999999998,0.235,6.4,19.7,13.1,20.1,1.3,2.0,13.7,21.0,1.4,2.8,4.3,0.10800000000000001,-0.7,2.4,1.7,1.8
1964,Russell Westbrook,PG,26.0,OKC,67.0,2302.0,29.1,0.536,0.196,0.445,5.9,16.7,11.4,47.0,3.0,0.5,14.3,38.4,7.5,3.2,10.6,0.222,8.8,2.2,11.0,7.6
1965,Hassan Whiteside,C,25.0,MIA,48.0,1142.0,26.2,0.619,0.0,0.40299999999999997,15.6,34.7,25.4,1.0,1.2,9.2,11.3,21.1,2.8,2.4,5.3,0.221,-1.6,0.7,-0.9,0.3
1966,Shayne Whittington,PF,23.0,IND,20.0,108.0,20.0,0.547,0.14300000000000002,0.5479999999999999,10.3,19.3,14.8,9.6,2.4,1.5,8.8,23.9,0.3,0.2,0.4,0.2,0.5,0.0,0.5,0.1
1967,Andrew Wiggins,SF,19.0,MIN,82.0,2969.0,13.9,0.517,0.111,0.41,5.0,9.5,7.2,9.8,1.5,1.3,11.7,22.6,2.1,0.0,2.1,0.034,-0.5,-1.8,-2.3,-0.2
1968,C.J. Wilcox,SG,24.0,LAC,21.0,101.0,8.5,0.527,0.5,0.053,1.1,6.5,3.9,12.0,1.5,0.8,20.5,21.8,-0.1,0.1,0.0,-0.024,-3.3,-2.7,-6.0,-0.1
1969,Deron Williams,PG,30.0,BRK,68.0,2114.0,15.7,0.504,0.307,0.313,1.5,11.0,6.3,33.7,1.6,0.6,14.9,22.3,2.3,1.3,3.6,0.083,1.3,-1.2,0.1,1.1
1970,Derrick Williams,PF,23.0,SAC,74.0,1462.0,12.8,0.54,0.322,0.40399999999999997,3.3,12.1,7.8,5.6,1.2,0.2,8.9,18.9,1.7,0.4,2.1,0.069,-0.5,-2.7,-3.2,-0.5
1971,Elliot Williams,SG,25.0,TOT,13.0,119.0,8.7,0.47700000000000004,0.486,0.10800000000000001,0.0,7.7,3.8,15.5,1.8,0.0,9.4,16.4,0.0,0.1,0.1,0.039,-1.7,-2.9,-4.6,-0.1
1972,Lou Williams,SG,28.0,TOR,80.0,2016.0,19.9,0.564,0.48200000000000004,0.426,1.4,7.3,4.3,13.6,2.3,0.4,8.4,27.0,5.4,1.1,6.6,0.157,4.0,-3.1,0.9,1.5
1973,Marvin Williams,PF,28.0,CHO,78.0,2035.0,11.8,0.541,0.535,0.17600000000000002,3.1,18.2,10.4,7.8,1.8,1.4,10.1,13.3,1.5,2.9,4.3,0.102,-0.8,1.8,1.0,1.5
1974,Mo Williams,PG,32.0,TOT,68.0,1980.0,15.4,0.512,0.405,0.217,1.2,8.9,4.9,37.4,1.2,0.6,15.4,25.2,1.6,0.6,2.1,0.052000000000000005,2.1,-3.5,-1.3,0.3
1975,Reggie Williams,SF,28.0,SAS,20.0,105.0,10.5,0.45399999999999996,0.48700000000000004,0.10300000000000001,5.5,12.7,9.2,14.4,0.5,0.0,4.7,18.5,0.1,0.1,0.2,0.083,-0.5,-2.2,-2.7,0.0
1976,Shawne Williams,SF,28.0,TOT,63.0,1087.0,10.5,0.537,0.593,0.133,3.9,14.0,9.0,6.5,1.2,1.6,8.6,14.9,1.1,0.8,1.9,0.084,-0.2,-0.8,-1.0,0.3
1977,Jeff Withey,C,24.0,NOP,37.0,259.0,17.6,0.57,0.0,0.7809999999999999,10.1,17.9,14.0,6.4,0.8,5.3,12.2,17.3,0.5,0.3,0.8,0.149,-1.6,0.6,-1.0,0.1
1978,Nate Wolters,PG,23.0,TOT,21.0,247.0,4.6,0.35200000000000004,0.12300000000000001,0.105,3.7,11.9,7.8,12.2,1.7,0.6,17.9,13.3,-0.4,0.2,-0.2,-0.036000000000000004,-6.1,0.0,-6.1,-0.3
1979,Brandan Wright,PF,27.0,TOT,75.0,1449.0,20.4,0.66,0.008,0.309,9.6,14.7,12.1,4.4,1.7,5.1,7.6,13.6,4.3,1.8,6.1,0.20199999999999999,1.2,2.4,3.6,2.0
1980,Dorell Wright,SF,29.0,POR,48.0,592.0,13.4,0.525,0.568,0.221,2.6,17.2,10.0,10.2,1.7,1.3,7.9,17.1,0.7,0.8,1.6,0.128,0.1,0.6,0.7,0.4
1981,Tony Wroten,PG,21.0,PHI,30.0,895.0,14.9,0.494,0.327,0.415,2.5,8.1,5.2,34.9,2.7,0.7,18.0,30.5,-0.6,0.9,0.3,0.013999999999999999,0.3,-1.8,-1.5,0.1
1982,James Young,SG,19.0,BOS,31.0,332.0,8.5,0.457,0.647,0.284,2.9,11.0,6.9,5.6,1.2,0.5,4.2,15.8,0.1,0.3,0.3,0.047,-1.9,-1.9,-3.8,-0.2
1983,Nick Young,SG,29.0,LAL,42.0,1000.0,14.2,0.52,0.473,0.311,1.8,9.1,5.3,6.9,1.2,0.9,7.5,26.0,1.1,0.1,1.2,0.057999999999999996,0.9,-4.3,-3.5,-0.4
1984,Thaddeus Young,PF,26.0,TOT,76.0,2434.0,15.7,0.507,0.11900000000000001,0.207,5.8,13.5,9.6,12.4,2.6,0.8,10.0,21.5,1.6,1.4,3.1,0.061,0.2,-0.3,-0.1,1.2
1985,Cody Zeller,C,22.0,CHO,62.0,1487.0,14.1,0.53,0.003,0.44,7.0,20.1,13.4,10.9,1.2,2.6,12.2,15.6,1.6,2.2,3.8,0.12300000000000001,-2.1,2.5,0.4,0.9
1986,Tyler Zeller,C,25.0,BOS,82.0,1731.0,18.9,0.594,0.0,0.3,9.1,20.5,14.7,10.8,0.5,2.3,9.8,19.6,4.5,2.0,6.5,0.179,0.4,0.4,0.9,1.2
1987,Quincy Acy,SF,23.0,TOT,63.0,847.0,10.1,0.52,0.106,0.376,9.5,19.5,14.4,4.9,1.4,2.5,15.4,10.1,0.6,0.9,1.5,0.086,-2.5,1.4,-1.1,0.2
1988,Steven Adams,C,20.0,OKC,81.0,1197.0,11.2,0.541,0.0,0.735,14.1,17.1,15.6,4.9,1.7,3.9,22.5,11.7,0.9,1.9,2.9,0.114,-2.1,2.4,0.3,0.7
1989,Jeff Adrien,PF,27.0,TOT,53.0,961.0,17.4,0.5529999999999999,0.0,0.433,11.8,24.8,18.2,6.8,1.3,3.0,10.6,17.3,1.6,1.1,2.7,0.134,-1.4,0.3,-1.1,0.2
1990,Arron Afflalo,SG,28.0,ORL,73.0,2552.0,16.0,0.574,0.297,0.332,1.4,10.2,5.8,16.9,0.7,0.1,11.2,23.3,4.3,1.0,5.3,0.099,1.7,-2.3,-0.6,0.9
1991,Alexis Ajinca,C,25.0,NOP,56.0,951.0,14.6,0.589,0.004,0.26899999999999996,11.3,22.7,16.9,6.6,1.3,4.1,18.4,16.3,1.2,0.9,2.1,0.10400000000000001,-1.5,0.8,-0.7,0.3
1992,Cole Aldrich,C,25.0,NYK,46.0,330.0,19.1,0.62,0.0,0.49200000000000005,12.8,33.8,23.0,6.4,1.3,8.1,19.5,13.0,0.6,0.6,1.2,0.17800000000000002,-2.6,3.8,1.2,0.3
1993,LaMarcus Aldridge,PF,28.0,POR,69.0,2498.0,21.8,0.507,0.011000000000000001,0.253,7.2,25.5,16.5,13.0,1.3,1.9,7.2,29.8,4.0,3.5,7.5,0.14400000000000002,-0.4,0.7,0.3,1.5
1994,Lavoy Allen,PF,24.0,TOT,65.0,1072.0,12.5,0.47,0.043,0.16699999999999998,11.7,20.0,15.7,10.1,1.1,2.4,12.0,14.6,0.6,0.9,1.5,0.066,-3.1,0.3,-2.8,-0.2
1995,Ray Allen*,SG,38.0,MIA,73.0,1936.0,12.8,0.59,0.569,0.214,1.6,11.4,6.7,11.1,1.5,0.4,12.4,16.8,2.5,1.5,4.1,0.10099999999999999,1.3,-1.2,0.1,1.0
1996,Tony Allen,SG,32.0,MEM,55.0,1278.0,15.6,0.531,0.114,0.293,7.3,12.0,9.6,11.7,3.8,1.2,16.2,20.1,0.5,2.1,2.7,0.1,-0.1,2.4,2.3,1.4
1997,Al-Farouq Aminu,SF,23.0,NOP,80.0,2045.0,13.2,0.516,0.09699999999999999,0.27699999999999997,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,1.3,1.8,3.1,0.07200000000000001,-1.4,1.0,-0.3,0.9
1998,Lou Amundson,PF,31.0,TOT,19.0,185.0,9.1,0.446,0.0,0.75,17.3,17.2,17.3,4.7,2.5,5.0,24.8,13.9,-0.1,0.2,0.1,0.024,-3.4,2.1,-1.3,0.0
1999,Chris Andersen,C,35.0,MIA,72.0,1396.0,18.5,0.6829999999999999,0.044000000000000004,0.615,12.1,21.7,17.1,2.1,1.2,6.1,13.2,13.8,3.8,2.2,6.0,0.205,0.1,1.5,1.6,1.3
2000,Alan Anderson,SF,31.0,BRK,78.0,1773.0,9.5,0.525,0.511,0.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4,15.9,0.8,0.9,1.7,0.047,-0.8,-1.4,-2.2,-0.1
2001,James Anderson,SG,24.0,PHI,80.0,2309.0,10.9,0.53,0.49,0.14800000000000002,2.7,11.7,7.0,9.9,1.6,1.0,12.2,15.9,0.9,0.9,1.9,0.039,-1.2,-1.3,-2.5,-0.3
2002,Ryan Anderson,PF,25.0,NOP,22.0,795.0,18.8,0.5720000000000001,0.46299999999999997,0.175,9.5,11.3,10.4,3.6,0.7,0.7,5.0,22.9,2.2,0.1,2.3,0.138,4.3,-4.5,-0.1,0.4
2003,Giannis Antetokounmpo,SF,19.0,MIL,77.0,1897.0,10.8,0.518,0.282,0.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15.0,0.1,1.1,1.2,0.031,-2.5,0.7,-1.8,0.1
2004,Carmelo Anthony,PF,29.0,NYK,77.0,2982.0,24.4,0.561,0.253,0.32899999999999996,5.6,19.4,12.3,15.8,1.7,1.5,9.5,32.4,8.1,2.5,10.7,0.172,4.6,-1.0,3.6,4.2
2005,Joel Anthony,C,31.0,TOT,33.0,186.0,8.1,0.39399999999999996,0.0,0.25,9.1,14.6,11.8,1.6,0.8,5.2,7.8,9.3,0.0,0.2,0.2,0.044000000000000004,-5.7,1.0,-4.7,-0.1
2006,Pero Antic,C,31.0,ATL,50.0,925.0,11.7,0.545,0.5820000000000001,0.22399999999999998,7.2,18.9,13.1,9.8,1.0,1.0,14.5,18.6,0.5,0.9,1.4,0.075,-0.5,-0.9,-1.4,0.1
2007,Trevor Ariza,SF,28.0,WAS,77.0,2723.0,15.8,0.59,0.518,0.226,4.1,16.3,10.1,10.8,2.4,0.6,12.3,17.8,4.3,3.7,8.0,0.141,2.3,1.1,3.4,3.6
2008,Hilton Armstrong,C,29.0,GSW,15.0,97.0,17.0,0.48,0.0,0.8420000000000001,21.8,31.0,26.5,7.1,2.1,3.1,18.7,14.5,0.1,0.2,0.3,0.162,-2.5,3.1,0.6,0.1
2009,Darrell Arthur,SF,25.0,DEN,68.0,1161.0,9.4,0.45899999999999996,0.156,0.151,4.8,14.7,9.8,8.0,1.6,3.0,11.7,18.1,-0.5,1.2,0.7,0.028999999999999998,-3.8,1.0,-2.8,-0.2
2010,Omer Asik,C,27.0,HOU,48.0,968.0,14.0,0.57,0.0,0.6629999999999999,12.3,30.1,21.7,3.8,0.7,2.8,19.4,13.8,1.0,1.5,2.4,0.121,-3.1,0.7,-2.4,-0.1
2011,D.J. Augustin,PG,26.0,TOT,71.0,1939.0,16.2,0.569,0.462,0.316,0.9,6.7,3.8,28.9,1.5,0.1,13.3,22.4,3.8,2.4,6.2,0.154,2.6,-2.2,0.4,1.2
2012,Gustavo Ayon,C,28.0,ATL,26.0,429.0,12.9,0.505,0.0,0.196,11.4,22.3,16.9,10.0,3.0,1.8,20.7,14.8,0.0,0.7,0.7,0.078,-3.2,3.0,-0.2,0.2
2013,Jeff Ayres,PF,26.0,SAS,73.0,952.0,11.1,0.605,0.0,0.316,11.0,19.2,15.3,8.6,0.7,1.9,24.1,12.4,1.0,1.4,2.4,0.121,-1.6,2.1,0.5,0.6
2014,Chris Babb,SG,23.0,BOS,14.0,132.0,3.7,0.36700000000000005,0.9,0.0,3.3,11.5,7.3,3.3,2.3,0.0,9.1,11.1,-0.1,0.1,0.0,-0.008,-3.7,-0.7,-4.4,-0.1
2015,Luke Babbitt,PF,24.0,NOP,27.0,473.0,12.1,0.525,0.617,0.11699999999999999,4.4,17.5,10.8,9.4,0.8,1.9,8.5,17.0,0.5,0.2,0.7,0.07400000000000001,0.5,-1.9,-1.4,0.1
2016,Leandro Barbosa,PG,31.0,PHO,20.0,368.0,11.5,0.506,0.191,0.298,1.5,9.7,5.6,13.4,1.0,0.8,11.4,20.0,0.2,0.2,0.4,0.057999999999999996,-2.2,-1.8,-3.9,-0.2
2017,J.J. Barea,PG,29.0,MIN,79.0,1471.0,11.6,0.47100000000000003,0.35200000000000004,0.152,1.2,10.5,5.7,32.7,0.9,0.0,15.2,23.9,-0.1,0.9,0.7,0.024,-0.9,-2.7,-3.6,-0.6
2018,Andrea Bargnani,C,28.0,NYK,42.0,1257.0,14.5,0.51,0.215,0.203,6.3,14.7,10.4,6.1,0.6,3.7,9.6,22.4,0.8,0.7,1.5,0.057999999999999996,-1.4,-1.0,-2.4,-0.1
