,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
3587,Ryan Gomes,SF,28,LAC,76,62,2095,5.1,12.5,0.41,1.8,5.2,0.341,3.3,7.3,0.459,1.5,2.1,0.718,1.5,4.8,6.3,2.9,1.5,0.3,1.4,3.9,13.5,107.0,111.0,9.0,0.504,0.418,0.168,3.4,10.7,7.1,8.5,1.5,0.4,9.2,12.7,1.3,1.2,2.5,0.057,-1.0,-0.1,-1.1,0.5,2011
3589,Ben Gordon,SG,27,DET,82,27,2131,8.6,19.5,0.44,2.7,6.7,0.402,5.9,12.7,0.46,3.4,4.0,0.85,1.0,3.9,4.9,4.3,1.2,0.4,3.6,4.5,23.3,104.0,115.0,12.4,0.5479999999999999,0.345,0.208,2.2,9.3,5.6,13.2,1.2,0.6,14.4,21.5,1.3,0.3,1.7,0.037000000000000005,0.1,-2.6,-2.5,-0.3,2011
3591,Marcin Gortat,C,26,TOT,80,14,2032,8.5,15.2,0.561,0.0,0.1,0.25,8.5,15.1,0.563,3.5,4.9,0.725,3.7,12.2,15.9,1.8,0.9,2.3,2.0,4.7,20.6,117.0,105.0,17.8,0.594,0.006999999999999999,0.32,8.5,27.4,18.0,5.5,0.9,3.3,10.5,17.1,3.7,2.7,6.4,0.152,-1.0,1.7,0.7,1.4,2011
3593,Stephen Graham,SG,28,NJN,59,28,959,4.5,11.1,0.405,0.3,1.2,0.238,4.2,10.0,0.425,1.7,2.1,0.816,0.9,5.9,6.8,2.2,0.8,0.1,2.1,5.9,11.0,89.0,112.0,4.4,0.457,0.105,0.19,2.0,13.4,7.6,6.5,0.8,0.1,14.9,12.3,-0.7,0.4,-0.3,-0.014,-5.3,-0.7,-6.0,-0.9,2011
3594,Danny Granger,SF,27,IND,79,79,2763,9.8,23.1,0.425,2.9,7.5,0.386,6.9,15.6,0.443,7.2,8.5,0.848,1.6,6.2,7.8,3.7,1.6,1.1,3.8,3.9,29.7,107.0,106.0,17.8,0.5539999999999999,0.32299999999999995,0.37,3.5,13.5,8.5,13.0,1.6,1.6,12.3,26.7,3.7,3.2,6.9,0.12,1.9,-0.3,1.6,2.5,2011
3597,Jeff Green,PF-SF,24,TOT,75,51,2427,7.9,17.6,0.449,1.4,4.5,0.303,6.5,13.1,0.499,4.3,5.2,0.8109999999999999,1.6,6.2,7.7,2.3,1.1,0.8,2.1,4.5,21.4,108.0,108.0,12.9,0.5379999999999999,0.257,0.298,3.7,13.5,8.8,7.2,1.1,1.1,9.6,19.5,2.4,2.4,4.8,0.095,-0.4,-0.4,-0.8,0.7,2011
3598,Willie Green,SG,29,NOH,77,13,1674,8.7,19.7,0.443,1.7,5.0,0.348,7.0,14.7,0.476,2.5,3.2,0.78,0.7,4.5,5.2,2.4,1.2,0.4,2.2,4.6,21.7,100.0,108.0,10.8,0.515,0.255,0.16399999999999998,1.6,10.2,5.9,7.6,1.2,0.6,9.3,20.5,0.3,1.5,1.8,0.052000000000000005,-1.9,-1.2,-3.1,-0.5,2011
3599,Donte Greene,SF,22,SAC,69,21,1127,7.0,17.3,0.404,2.0,6.9,0.292,5.0,10.4,0.478,1.9,2.9,0.662,2.2,4.4,6.6,2.1,1.6,0.9,2.7,3.9,17.9,97.0,110.0,9.7,0.482,0.399,0.168,4.8,10.2,7.4,6.5,1.6,1.3,12.6,18.2,-0.2,0.8,0.5,0.022,-2.2,-1.2,-3.4,-0.4,2011
3601,Blake Griffin,PF,21,LAC,82,82,3112,11.6,22.9,0.506,0.1,0.4,0.292,11.4,22.5,0.51,7.4,11.5,0.642,4.5,11.9,16.4,5.2,1.0,0.7,3.7,4.2,30.7,111.0,107.0,21.9,0.5489999999999999,0.017,0.505,10.2,26.9,18.6,18.7,1.0,1.1,11.7,27.3,6.5,3.4,9.8,0.152,2.2,0.9,3.2,4.0,2011
3604,Tyler Hansbrough,PF,25,IND,70,29,1535,9.4,20.2,0.465,0.0,0.1,0.0,9.4,20.2,0.466,6.5,8.4,0.779,4.8,7.3,12.1,1.4,1.2,0.5,2.5,5.3,25.3,109.0,107.0,16.4,0.529,0.003,0.413,10.6,15.9,13.2,4.7,1.2,0.7,9.5,23.1,2.2,1.6,3.8,0.118,-1.5,-1.9,-3.3,-0.5,2011
3606,James Harden,SG,21,OKC,82,5,2189,7.0,16.2,0.436,2.7,7.7,0.349,4.4,8.5,0.514,6.8,8.1,0.843,1.0,5.0,6.0,4.2,2.2,0.6,2.5,4.9,23.6,119.0,108.0,16.4,0.598,0.474,0.501,2.3,11.0,6.8,12.8,2.2,0.8,11.3,19.5,5.0,2.1,7.1,0.156,2.9,-0.6,2.3,2.4,2011
3607,Al Harrington,PF,30,DEN,73,3,1665,8.5,20.4,0.416,3.5,9.9,0.35700000000000004,4.9,10.5,0.473,2.6,3.5,0.735,2.3,7.7,10.0,3.0,1.2,0.3,3.2,6.1,23.1,101.0,108.0,12.3,0.527,0.486,0.173,5.4,17.2,11.5,9.6,1.2,0.5,12.7,22.3,0.6,1.5,2.1,0.06,0.2,-1.2,-1.1,0.4,2011
3608,Devin Harris,PG,27,TOT,71,70,2254,8.1,19.2,0.422,1.4,4.3,0.322,6.7,15.0,0.45,7.9,9.5,0.833,0.4,3.6,4.0,11.9,1.7,0.2,4.9,3.8,25.5,108.0,112.0,17.2,0.545,0.221,0.494,0.9,8.2,4.5,38.2,1.7,0.2,17.3,24.6,3.2,1.0,4.2,0.08900000000000001,1.6,-2.9,-1.3,0.4,2011
3612,Spencer Hawes,C,22,PHI,81,81,1718,8.0,17.3,0.465,0.3,1.1,0.243,7.8,16.2,0.48,1.4,2.7,0.534,3.9,10.2,14.2,3.7,0.9,2.2,3.0,6.1,17.8,97.0,103.0,12.8,0.481,0.065,0.155,8.7,22.5,15.6,11.2,0.9,3.1,13.8,18.9,-0.3,2.6,2.4,0.066,-3.1,1.8,-1.3,0.3,2011
3613,Chuck Hayes,C,27,HOU,74,63,2079,6.0,11.3,0.527,0.0,0.0,0.0,6.0,11.3,0.529,2.3,3.5,0.662,5.4,9.3,14.7,5.0,1.9,1.2,2.1,4.9,14.3,120.0,106.0,16.2,0.5539999999999999,0.004,0.307,11.9,20.7,16.3,14.3,1.9,1.6,14.1,13.0,3.9,2.4,6.3,0.146,1.0,2.8,3.8,3.0,2011
3614,Gordon Hayward,SF,20,UTA,72,17,1218,6.1,12.7,0.485,1.5,3.2,0.473,4.6,9.5,0.489,3.0,4.2,0.711,1.8,4.2,6.0,3.5,1.3,0.8,3.0,4.6,16.8,106.0,113.0,10.7,0.578,0.253,0.331,4.0,9.8,6.9,10.2,1.3,1.3,17.3,15.3,0.8,0.4,1.2,0.048,-1.4,-1.4,-2.8,-0.2,2011
3616,Brendan Haywood,C,31,DAL,72,8,1331,5.1,8.8,0.574,0.0,0.0,0.0,5.1,8.8,0.5770000000000001,2.5,7.0,0.362,5.1,9.8,14.9,0.8,0.6,2.9,2.0,5.8,12.6,106.0,103.0,11.7,0.532,0.004,0.794,11.8,20.9,16.5,2.1,0.6,4.2,14.5,12.4,0.8,2.1,2.9,0.104,-3.2,2.1,-1.0,0.3,2011
3618,Gerald Henderson,SG,23,CHA,68,30,1661,8.3,18.4,0.454,0.2,1.2,0.194,8.1,17.2,0.472,4.1,5.3,0.785,1.6,5.1,6.7,3.3,1.6,1.0,2.1,3.8,21.1,104.0,109.0,13.2,0.509,0.063,0.28600000000000003,3.5,11.6,7.5,10.7,1.6,1.6,9.1,19.9,0.9,1.4,2.4,0.068,-1.9,-0.3,-2.3,-0.1,2011
3620,Roy Hibbert,C,24,IND,81,80,2244,9.3,20.1,0.461,0.0,0.1,0.0,9.3,20.0,0.463,4.6,6.2,0.745,4.1,9.7,13.8,3.7,0.7,3.2,4.2,5.8,23.1,100.0,104.0,15.9,0.507,0.004,0.309,9.1,21.0,15.1,12.8,0.7,4.6,15.5,23.6,0.3,3.3,3.6,0.077,-2.5,2.3,-0.2,1.0,2011
3621,J.J. Hickson,C,22,CLE,80,66,2256,9.8,21.4,0.458,0.0,0.1,0.0,9.8,21.3,0.461,5.6,8.4,0.6729999999999999,5.0,10.9,15.9,2.1,1.1,1.2,4.0,4.9,25.3,98.0,109.0,15.6,0.503,0.005,0.392,10.8,25.0,17.7,7.5,1.1,1.8,13.6,25.5,-0.2,1.7,1.5,0.032,-3.2,-1.1,-4.3,-1.3,2011
3622,Nene Hilario,C,28,DEN,75,75,2291,8.8,14.3,0.615,0.0,0.1,0.2,8.8,14.2,0.618,6.3,8.8,0.711,3.2,9.3,12.5,3.3,1.8,1.6,2.9,5.2,23.9,123.0,104.0,20.4,0.657,0.008,0.615,7.5,20.8,14.4,10.4,1.8,2.4,13.9,18.8,6.4,3.1,9.6,0.201,2.3,2.3,4.6,3.8,2011
3623,George Hill,PG,24,SAS,76,5,2148,6.9,15.3,0.453,1.9,4.9,0.377,5.1,10.4,0.49,5.6,6.5,0.863,0.6,4.2,4.8,4.7,1.6,0.5,2.4,3.7,21.4,116.0,108.0,14.6,0.588,0.322,0.4270000000000001,1.3,9.2,5.4,13.6,1.6,0.7,11.6,18.2,4.0,2.1,6.1,0.136,1.1,-0.1,1.1,1.7,2011
3624,Grant Hill*,SF,38,PHO,80,80,2409,8.4,17.4,0.484,1.0,2.4,0.395,7.5,15.0,0.498,4.5,5.4,0.8290000000000001,1.6,5.5,7.1,4.2,1.4,0.7,2.8,3.9,22.3,109.0,111.0,14.7,0.563,0.138,0.312,3.7,12.5,8.1,13.0,1.4,1.1,12.5,20.1,3.1,1.3,4.4,0.087,0.3,0.2,0.5,1.5,2011
3625,Jordan Hill,C,23,HOU,72,11,1125,7.8,15.9,0.491,0.0,0.1,0.0,7.8,15.9,0.494,2.7,3.8,0.706,5.8,8.1,13.9,1.3,0.6,2.4,2.8,7.1,18.4,105.0,108.0,13.0,0.521,0.006,0.241,12.9,18.0,15.4,4.0,0.6,3.2,13.7,17.7,0.8,1.0,1.8,0.079,-2.8,-0.6,-3.4,-0.4,2011
3626,Kirk Hinrich,SG-PG,30,TOT,72,51,2157,6.7,15.0,0.446,1.8,4.5,0.399,4.9,10.5,0.467,2.6,3.0,0.841,0.5,3.9,4.4,6.9,1.8,0.4,2.9,4.5,17.7,107.0,111.0,12.3,0.5429999999999999,0.302,0.202,1.1,8.9,4.9,21.1,1.8,0.6,15.1,16.7,1.8,1.2,3.0,0.068,-0.2,-1.3,-1.5,0.3,2011
3627,Jrue Holiday,PG,20,PHI,82,82,2901,8.0,18.0,0.446,1.5,4.0,0.365,6.6,14.0,0.47,3.1,3.8,0.823,1.2,4.8,6.0,9.6,2.2,0.5,3.9,3.7,20.7,104.0,106.0,15.4,0.525,0.222,0.209,2.7,10.5,6.6,29.0,2.2,0.8,16.7,20.8,2.2,3.5,5.7,0.094,0.8,0.6,1.4,2.5,2011
3628,Ryan Hollins,C,26,CLE,70,16,1182,5.7,9.6,0.598,0.0,0.0,0.0,5.7,9.6,0.598,4.8,7.1,0.6809999999999999,3.1,5.1,8.1,1.1,1.0,1.8,2.9,8.7,16.3,112.0,113.0,10.7,0.642,0.0,0.7440000000000001,6.6,11.6,9.0,3.6,1.0,2.7,18.7,13.7,1.3,0.5,1.8,0.07200000000000001,-2.5,-0.2,-2.7,-0.2,2011
3629,Al Horford,C,24,ATL,77,77,2704,10.2,18.3,0.557,0.0,0.1,0.5,10.2,18.2,0.557,3.0,3.7,0.7979999999999999,3.6,10.7,14.3,5.3,1.2,1.6,2.4,3.8,23.4,118.0,105.0,20.7,0.5870000000000001,0.004,0.204,8.2,23.7,16.0,17.5,1.2,2.3,10.6,19.7,6.4,3.7,10.1,0.179,2.0,2.4,4.4,4.4,2011
3631,Dwight Howard,C,25,ORL,78,78,2935,11.1,18.7,0.593,0.0,0.1,0.0,11.1,18.6,0.597,9.8,16.4,0.596,5.5,14.1,19.7,1.9,1.9,3.3,5.0,4.6,32.0,113.0,94.0,26.1,0.616,0.006999999999999999,0.877,12.6,30.6,21.8,6.8,1.9,4.9,16.2,27.2,6.7,7.7,14.4,0.235,0.9,3.9,4.8,5.0,2011
3635,Kris Humphries,PF,25,NJN,74,44,2061,8.0,15.1,0.527,0.0,0.0,0.0,8.0,15.1,0.527,3.3,4.9,0.665,5.8,14.1,20.0,2.2,0.9,2.1,2.7,4.4,19.2,111.0,105.0,17.8,0.555,0.002,0.328,12.5,32.2,22.1,7.0,0.9,3.0,13.4,17.3,2.7,2.7,5.4,0.125,-1.5,1.5,0.0,1.0,2011
3636,Serge Ibaka,PF,21,OKC,82,44,2216,7.8,14.4,0.5429999999999999,0.0,0.0,0.0,7.8,14.4,0.544,3.2,4.3,0.75,5.0,9.5,14.5,0.5,0.7,4.6,1.7,6.2,18.9,119.0,104.0,17.7,0.579,0.002,0.298,11.7,20.8,16.4,1.6,0.7,6.5,9.2,15.7,4.3,3.2,7.6,0.16399999999999998,-1.1,1.2,0.1,1.1,2011
3637,Andre Iguodala,SF,27,PHI,67,67,2469,7.2,16.1,0.445,1.3,3.8,0.337,5.9,12.3,0.479,4.4,6.4,0.693,1.3,6.9,8.2,8.9,2.1,0.8,2.9,2.3,20.0,110.0,104.0,17.2,0.53,0.238,0.395,2.8,15.2,9.0,26.4,2.1,1.2,13.4,19.2,3.3,3.5,6.7,0.13,1.5,1.8,3.2,3.2,2011
3638,Zydrunas Ilgauskas,C,35,MIA,72,51,1145,7.5,14.7,0.508,0.0,0.0,0.0,7.5,14.7,0.509,1.7,2.1,0.7829999999999999,5.0,8.3,13.2,1.2,1.1,2.7,2.4,8.5,16.6,107.0,102.0,12.8,0.531,0.003,0.14400000000000002,11.9,17.5,14.9,3.6,1.1,4.0,13.3,16.0,1.0,1.9,2.9,0.122,-2.6,1.0,-1.5,0.1,2011
3640,Ersan Ilyasova,PF,23,MIL,60,34,1505,7.9,18.0,0.436,1.3,4.3,0.298,6.6,13.7,0.479,3.3,3.7,0.894,3.7,9.2,13.0,2.0,1.8,0.9,2.2,5.6,20.3,105.0,101.0,14.3,0.516,0.239,0.205,7.9,20.7,14.1,6.6,1.8,1.3,10.2,19.1,1.1,2.7,3.8,0.121,-1.4,1.2,-0.2,0.7,2011
3642,Jarrett Jack,SG-PG,27,TOT,83,15,1722,8.1,19.8,0.408,1.0,3.4,0.306,7.1,16.5,0.429,5.7,6.7,0.85,0.6,4.8,5.4,7.5,1.7,0.2,3.4,3.2,22.9,102.0,109.0,14.2,0.503,0.17,0.336,1.4,10.9,6.1,23.3,1.7,0.3,13.1,23.0,0.9,1.4,2.4,0.066,-1.0,-1.2,-2.2,-0.1,2011
3643,Darnell Jackson,PF,25,SAC,59,2,486,8.0,16.4,0.487,0.3,1.1,0.273,7.7,15.2,0.503,3.1,5.1,0.612,5.1,4.7,9.8,1.5,1.2,0.3,2.4,6.3,19.4,107.0,111.0,12.3,0.521,0.07,0.31,11.2,10.8,11.0,4.6,1.2,0.4,11.4,18.0,0.4,0.3,0.7,0.069,-1.9,-2.4,-4.3,-0.3,2011
3644,Stephen Jackson,SG,32,CHA,67,67,2405,9.7,23.6,0.411,2.7,8.0,0.337,7.0,15.6,0.449,5.5,6.8,0.816,1.2,5.6,6.8,5.4,1.8,0.6,4.7,3.6,27.6,98.0,109.0,14.6,0.52,0.339,0.28800000000000003,2.7,12.7,7.7,18.4,1.8,0.9,14.9,27.4,-0.2,2.1,1.9,0.039,0.6,-0.8,-0.2,1.1,2011
3646,LeBron James,SF,26,MIA,79,79,3063,13.1,25.6,0.51,1.6,4.8,0.33,11.5,20.8,0.552,8.7,11.4,0.759,1.4,8.8,10.2,9.6,2.1,0.9,4.9,2.8,36.4,116.0,102.0,27.3,0.594,0.188,0.446,3.3,18.7,11.4,34.9,2.1,1.3,13.8,31.5,10.3,5.3,15.6,0.244,6.5,2.1,8.6,8.2,2011
3649,Al Jefferson,C,26,UTA,82,82,2940,11.7,23.7,0.496,0.0,0.0,0.0,11.7,23.7,0.496,3.9,5.2,0.7609999999999999,4.2,10.0,14.2,2.7,0.8,2.7,1.9,4.3,27.4,111.0,108.0,20.1,0.528,0.0,0.219,9.6,23.2,16.3,9.2,0.8,4.2,6.8,24.2,5.1,2.7,7.8,0.128,0.0,0.1,0.1,1.5,2011
3650,Richard Jefferson,SF,30,SAS,81,81,2459,6.4,13.6,0.474,2.9,6.5,0.44,3.6,7.1,0.504,3.1,4.1,0.759,1.1,5.4,6.6,2.3,0.8,0.7,2.0,3.5,18.8,116.0,109.0,12.4,0.612,0.478,0.304,2.6,11.8,7.3,6.5,0.8,1.0,11.3,15.4,3.7,2.1,5.9,0.115,1.1,0.0,1.2,2.0,2011
3652,Brandon Jennings,PG,21,MIL,63,61,2169,8.9,22.8,0.39,2.4,7.5,0.32299999999999995,6.5,15.4,0.422,4.9,6.1,0.809,1.0,4.7,5.8,7.5,2.3,0.5,3.6,3.2,25.1,100.0,103.0,15.6,0.493,0.327,0.266,2.2,10.6,6.3,25.9,2.3,0.8,12.4,25.5,0.6,3.3,3.9,0.086,1.1,0.7,1.8,2.1,2011
3653,Eugene Jeter,PG,27,SAC,62,1,858,6.2,15.2,0.409,0.4,1.8,0.2,5.9,13.5,0.4370000000000001,2.2,2.4,0.902,0.5,3.6,4.1,9.5,1.7,0.1,3.0,3.2,15.0,101.0,111.0,11.1,0.46,0.116,0.158,1.2,8.3,4.6,28.4,1.7,0.2,15.5,16.5,0.2,0.5,0.7,0.037000000000000005,-3.0,-2.4,-5.4,-0.7,2011
3654,Yi Jianlian,PF,23,WAS,63,11,1112,6.7,16.0,0.418,0.1,0.6,0.231,6.5,15.4,0.425,2.9,4.2,0.6809999999999999,3.6,7.8,11.4,1.2,1.2,1.5,2.3,5.3,16.3,95.0,110.0,10.1,0.459,0.037000000000000005,0.262,7.8,18.0,12.7,3.5,1.2,2.2,11.6,17.4,-0.4,0.8,0.4,0.016,-4.7,-1.2,-5.9,-1.1,2011
3655,Amir Johnson,PF,23,TOR,72,54,1853,7.8,13.8,0.568,0.0,0.0,0.0,7.8,13.8,0.569,3.5,4.5,0.7879999999999999,5.3,7.6,12.9,2.3,1.5,2.5,1.9,7.3,19.2,124.0,110.0,17.6,0.608,0.002,0.32299999999999995,11.8,17.8,14.7,6.8,1.5,3.6,10.9,15.3,4.4,1.2,5.6,0.146,1.5,1.1,2.7,2.2,2011
3659,Joe Johnson,SG,29,ATL,72,72,2554,10.8,24.4,0.443,1.9,6.3,0.297,8.9,18.1,0.494,4.1,5.1,0.802,1.2,4.9,6.1,7.1,1.0,0.1,3.1,2.8,27.6,105.0,110.0,16.4,0.517,0.258,0.209,2.8,10.9,6.9,24.0,1.0,0.2,10.3,26.3,2.5,1.8,4.2,0.08,1.6,-1.8,-0.2,1.2,2011
3661,Wesley Johnson,SG,23,MIN,79,63,2069,6.5,16.4,0.397,2.5,7.0,0.35600000000000004,4.0,9.5,0.4270000000000001,1.5,2.2,0.696,1.2,4.5,5.8,3.6,1.4,1.3,2.3,3.9,17.1,101.0,112.0,10.2,0.491,0.424,0.135,2.7,10.4,6.4,11.0,1.4,2.0,11.6,16.8,0.4,0.9,1.3,0.03,-1.1,-0.4,-1.6,0.2,2011
3664,James Jones,SF,30,MIA,81,8,1549,5.0,11.8,0.422,4.2,9.8,0.429,0.8,2.0,0.39,2.0,2.5,0.833,0.8,4.7,5.5,1.5,1.0,0.6,0.7,4.4,16.2,128.0,107.0,11.1,0.629,0.8290000000000001,0.208,1.9,9.9,6.1,4.1,1.0,1.0,5.3,12.0,3.0,1.7,4.7,0.145,1.8,-0.9,0.9,1.1,2011
3666,DeAndre Jordan,C,22,LAC,80,66,2047,5.9,8.6,0.6859999999999999,0.0,0.0,0.0,5.9,8.6,0.688,2.5,5.5,0.452,5.2,9.3,14.5,1.1,1.0,3.6,2.6,6.4,14.3,116.0,105.0,14.8,0.648,0.003,0.636,11.9,20.9,16.5,3.2,1.0,5.4,18.8,11.7,2.6,2.6,5.2,0.122,-1.2,2.5,1.3,1.7,2011
3669,Jason Kidd*,PG,37,DAL,80,80,2653,4.3,11.8,0.361,2.6,7.7,0.34,1.6,4.1,0.4,1.3,1.5,0.87,0.7,6.3,7.0,13.0,2.7,0.6,3.5,2.4,12.5,108.0,104.0,14.4,0.5,0.6559999999999999,0.129,1.6,13.4,7.7,35.4,2.7,0.8,22.1,14.3,2.5,3.9,6.4,0.116,1.0,2.1,3.1,3.4,2011
3670,Andrei Kirilenko,SF,29,UTA,64,62,1999,6.7,14.3,0.467,0.9,2.6,0.3670000000000001,5.7,11.7,0.489,5.5,7.1,0.77,2.6,6.0,8.6,5.1,2.1,2.0,3.1,3.0,19.8,112.0,109.0,16.6,0.5670000000000001,0.181,0.498,6.0,13.8,9.9,14.9,2.1,3.0,15.0,17.8,2.9,1.7,4.5,0.109,0.8,1.3,2.2,2.1,2011
3672,Kyle Korver,SG,29,CHI,82,0,1649,7.8,17.9,0.434,3.9,9.3,0.415,3.9,8.6,0.455,2.5,2.8,0.885,0.4,4.4,4.8,4.0,1.1,0.6,1.9,5.0,21.9,115.0,104.0,13.0,0.5720000000000001,0.519,0.156,0.9,9.5,5.3,12.1,1.1,0.9,9.2,18.3,2.7,2.4,5.1,0.149,0.8,-0.9,0.0,0.8,2011
3674,Nenad Krstic,C,27,TOT,71,67,1571,7.7,15.0,0.511,0.0,0.0,0.0,7.7,15.0,0.511,3.8,4.9,0.774,4.1,7.0,11.1,0.9,0.9,0.8,1.9,6.1,19.1,113.0,107.0,13.1,0.557,0.0,0.32299999999999995,9.9,15.4,12.7,2.8,0.9,1.2,9.8,16.9,2.3,1.7,4.0,0.122,-1.6,-1.2,-2.7,-0.3,2011
3675,Carl Landry,PF,27,TOT,76,26,2008,8.8,17.6,0.502,0.0,0.1,0.0,8.8,17.5,0.505,5.5,7.4,0.74,4.2,4.7,8.9,1.6,1.0,0.8,2.8,5.0,23.1,110.0,110.0,14.8,0.555,0.006,0.419,9.3,10.8,10.0,5.2,1.0,1.2,11.8,20.5,2.8,1.3,4.1,0.098,-0.8,-1.2,-2.0,0.0,2011
3678,Ty Lawson,PG,23,DEN,80,31,2103,8.3,16.4,0.503,1.6,4.1,0.404,6.6,12.3,0.536,4.1,5.4,0.764,1.6,3.4,5.0,9.0,1.9,0.1,3.3,3.2,22.3,118.0,110.0,17.9,0.593,0.249,0.327,3.8,7.6,5.7,28.3,1.9,0.1,14.8,19.6,5.1,1.6,6.7,0.153,3.1,-1.2,1.9,2.1,2011
3679,Courtney Lee,SG,25,HOU,81,1,1723,7.5,17.0,0.439,2.1,5.1,0.408,5.4,11.9,0.453,2.8,3.5,0.792,1.5,4.7,6.2,3.0,1.7,0.5,2.0,3.0,19.9,108.0,110.0,12.6,0.534,0.302,0.208,3.3,10.4,6.9,8.9,1.7,0.7,9.8,17.9,1.6,1.1,2.7,0.076,-0.5,-0.9,-1.4,0.2,2011
3680,David Lee,PF,27,GSW,73,73,2634,9.5,18.8,0.507,0.0,0.1,0.333,9.5,18.7,0.508,4.0,5.1,0.787,4.2,9.6,13.7,4.5,1.4,0.6,3.3,4.1,23.1,111.0,110.0,17.8,0.5489999999999999,0.003,0.273,9.1,21.9,15.4,14.0,1.4,0.9,13.4,21.2,4.1,2.0,6.0,0.11,0.1,0.1,0.3,1.5,2011
3683,Shaun Livingston,PG,25,CHA,73,0,1261,7.9,16.9,0.466,0.0,0.2,0.25,7.8,16.7,0.468,4.6,5.3,0.8640000000000001,1.2,5.1,6.3,7.0,2.0,1.2,3.7,4.6,20.3,103.0,108.0,14.3,0.53,0.01,0.315,2.8,11.6,7.2,22.5,2.0,1.9,16.3,20.1,0.7,1.2,1.9,0.073,-2.0,0.1,-1.9,0.0,2011
3684,Brook Lopez,C,22,NJN,82,82,2889,11.9,24.2,0.4920000000000001,0.0,0.0,0.0,11.9,24.2,0.4920000000000001,7.1,9.0,0.787,3.6,5.4,9.0,2.4,0.9,2.2,3.3,4.4,30.9,108.0,110.0,19.3,0.5489999999999999,0.001,0.374,7.8,12.3,10.0,8.8,0.9,3.2,10.4,27.3,4.4,1.9,6.3,0.105,0.6,-0.4,0.1,1.5,2011
3685,Robin Lopez,C,22,PHO,67,56,991,9.2,18.3,0.501,0.0,0.0,0.0,9.2,18.3,0.501,3.8,5.1,0.74,4.2,6.9,11.1,0.4,0.9,2.3,2.5,7.3,22.2,105.0,110.0,13.9,0.539,0.0,0.28,9.5,15.6,12.6,1.3,0.9,3.4,10.7,20.4,0.8,0.8,1.5,0.07400000000000001,-3.3,-1.6,-4.9,-0.7,2011
3686,Kevin Love,PF,22,MIN,73,73,2611,9.2,19.6,0.47,1.7,4.0,0.417,7.5,15.5,0.483,8.1,9.5,0.85,6.3,14.9,21.2,3.5,0.9,0.5,3.0,2.8,28.1,123.0,108.0,24.3,0.593,0.206,0.486,13.7,34.2,23.6,11.8,0.9,0.8,11.1,22.9,8.9,2.5,11.4,0.21,3.9,-0.2,3.7,3.8,2011
3687,Kyle Lowry,PG,24,HOU,75,71,2563,6.9,16.1,0.426,2.6,6.8,0.376,4.3,9.3,0.464,3.8,5.0,0.765,1.8,4.4,6.1,9.9,2.0,0.5,3.1,4.1,20.1,115.0,110.0,16.5,0.55,0.424,0.31,3.9,9.7,6.8,29.4,2.0,0.6,14.7,18.6,5.1,1.8,7.0,0.13,3.1,-0.4,2.7,3.0,2011
3689,Corey Maggette,SF,31,MIL,67,18,1401,9.7,21.3,0.453,1.1,3.0,0.359,8.6,18.4,0.468,10.3,12.4,0.8340000000000001,1.7,7.5,9.2,3.2,0.8,0.2,4.8,6.7,30.7,105.0,105.0,15.8,0.573,0.14,0.581,3.6,16.8,10.0,11.3,0.8,0.3,15.3,27.7,1.5,1.9,3.4,0.115,-1.3,-1.4,-2.7,-0.2,2011
3692,Shawn Marion,SF,32,DAL,80,27,2253,10.1,19.5,0.52,0.1,0.8,0.152,10.0,18.7,0.536,2.9,3.8,0.768,3.9,8.9,12.9,2.6,1.6,1.2,3.0,3.4,23.3,107.0,103.0,17.0,0.551,0.04,0.197,9.1,19.2,14.3,8.3,1.6,1.7,12.5,21.5,2.3,3.4,5.6,0.12,-0.7,1.8,1.2,1.8,2011
3696,Kevin Martin,SG,27,HOU,80,80,2603,10.8,24.8,0.436,3.4,9.0,0.383,7.4,15.8,0.467,11.6,13.1,0.888,0.5,4.5,5.1,3.9,1.6,0.3,3.6,3.0,36.7,117.0,111.0,21.4,0.601,0.362,0.528,1.2,10.0,5.6,13.0,1.6,0.4,10.5,29.6,8.0,1.5,9.5,0.175,4.4,-2.8,1.6,2.3,2011
3698,Wesley Matthews,SG,24,POR,82,69,2758,8.7,19.4,0.449,3.0,7.5,0.407,5.7,11.9,0.476,5.3,6.2,0.8440000000000001,1.0,4.2,5.1,3.2,2.0,0.2,2.7,3.9,25.7,114.0,109.0,15.5,0.5820000000000001,0.386,0.322,2.0,9.7,5.7,10.2,2.0,0.3,11.0,21.3,5.0,2.3,7.2,0.126,2.1,-1.1,1.1,2.1,2011
3700,Eric Maynor,PG,23,OKC,82,0,1200,5.8,14.4,0.402,1.6,4.1,0.385,4.2,10.2,0.409,1.9,2.5,0.7290000000000001,1.1,4.1,5.2,10.3,1.5,0.3,3.3,4.1,15.0,104.0,110.0,11.7,0.485,0.28800000000000003,0.177,2.5,9.1,5.9,30.3,1.5,0.4,17.7,16.5,0.7,0.8,1.5,0.061,-1.2,-2.1,-3.4,-0.4,2011
